,label,timestamp,duration,max_temp,min_temp,device,location
109,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1637190274.8569999,86400.0,18.171174873927036,10.80834204263147,,
110,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1657492104.8569999,86400.0,25.0,13.13291278547768,,
111,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1644448394.8569999,86400.0,19.22595242152925,11.880964750810978,,
112,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1648419469.8569999,86400.0,20.6171629150262,9.117539649647036,,
113,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1650580109.8569999,86400.0,21.598630597209308,9.123797024173506,,
114,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1636932239.8569999,86400.0,13.98232077026966,11.550494981466498,,
115,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1662415519.8569999,86400.0,21.09581437225441,8.648090215077712,,
116,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1660861089.8569999,86400.0,16.481262518524762,10.310522702311893,,
117,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1626991274.8569999,86400.0,15.35955472240862,11.460770806680904,,
118,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1640561324.8569999,86400.0,19.88127325912681,8.95035267478777,,
119,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1627855534.8569999,86400.0,19.901201037899057,8.335589270610779,,
120,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1642980014.8569999,86400.0,19.41282087843059,10.889467975585696,,
121,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1635027639.8569999,86400.0,20.325140867457463,10.850847940794358,,
122,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1643670204.8569999,86400.0,18.95756087415027,10.999089172395555,,
123,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1632520894.8569999,86400.0,20.6729035091535,8.969123479032165,,
124,"{""name"": ""day"", ""parent"": {""name"": ""event"", ""parent"": null, ""axes"": {}}, ""axes"": {""max_temp"": true, ""min_temp"": false}}",1647299264.8569999,86400.0,18.029262154413196,11.723227313165744,,
